COUNTRY,CENTROID_LATITUDE,CENTROID_LONGITUDE,EVENT_TYPE,EVENTS
Jamaica,18.1247,-76.5353,Riots,8
Jamaica,18.1247,-76.5353,Violence against civilians,21
Jamaica,18.2142,-77.9961,Riots,14
Jamaica,18.2142,-77.9961,Violence against civilians,147
Jamaica,18.2833,-76.9062,Riots,12
Jamaica,18.2833,-76.9062,Violence against civilians,37
Jamaica,18.3281,-77.25,Riots,22
Jamaica,18.3281,-77.25,Violence against civilians,73
Jamaica,18.3679,-77.8543,Riots,9
Jamaica,18.3679,-77.8543,Violence against civilians,171
Jamaica,18.3681,-77.6045,Riots,10
Jamaica,18.3681,-77.6045,Violence against civilians,38
Jamaica,18.3841,-78.1312,Riots,10
Jamaica,18.3841,-78.1312,Violence against civilians,51
Martinique,14.5251,-60.9587,Riots,37
Martinique,14.6414,-61.0348,Riots,83
Martinique,14.6414,-61.0348,Violence against civilians,1
Martinique,14.7448,-61.1316,Riots,18
Martinique,14.7555,-61.0269,Riots,17
Mexico,16.2598,-92.2326,Explosions/Remote violence,7
Mexico,16.2598,-92.2326,Riots,389
Mexico,16.2598,-92.2326,Violence against civilians,540
Mexico,17.1631,-96.278,Explosions/Remote violence,3
Mexico,17.1631,-96.278,Riots,426
Mexico,17.1631,-96.278,Violence against civilians,910
Mexico,17.6017,-99.9455,Explosions/Remote violence,49
Mexico,17.6017,-99.9455,Riots,278
Mexico,17.6017,-99.9455,Violence against civilians,2564
Mexico,17.9234,-92.5903,Riots,133
Mexico,17.9234,-92.5903,Violence against civilians,1108
Mexico,17.9603,-95.1781,Explosions/Remote violence,15
Mexico,17.9603,-95.1781,Riots,349
Mexico,17.9603,-95.1781,Violence against civilians,2379
Mexico,18.7341,-99.1011,Explosions/Remote violence,1
Mexico,18.7341,-99.1011,Riots,155
Mexico,18.7341,-99.1011,Violence against civilians,2028
Mexico,19.1002,-103.9241,Explosions/Remote violence,4
Mexico,19.1002,-103.9241,Riots,15
Mexico,19.1002,-103.9241,Violence against civilians,1491
Mexico,19.1612,-101.6684,Explosions/Remote violence,89
Mexico,19.1612,-101.6684,Riots,401
Mexico,19.1612,-101.6684,Violence against civilians,2985
Mexico,19.32,-99.1522,Explosions/Remote violence,3
Mexico,19.32,-99.1522,Riots,519
Mexico,19.32,-99.1522,Violence against civilians,1373
Mexico,19.3277,-99.8217,Explosions/Remote violence,4
Mexico,19.3277,-99.8217,Riots,525
Mexico,19.3277,-99.8217,Violence against civilians,1822
Mexico,19.3333,-89.9417,Explosions/Remote violence,1
Mexico,19.3333,-89.9417,Riots,288
Mexico,19.3333,-89.9417,Violence against civilians,299
Mexico,19.3503,-97.4203,Explosions/Remote violence,5
Mexico,19.3503,-97.4203,Riots,646
Mexico,19.3503,-97.4203,Violence against civilians,1901
Mexico,19.4175,-98.1101,Riots,76
Mexico,19.4175,-98.1101,Violence against civilians,98
Mexico,19.7414,-88.3237,Explosions/Remote violence,7
Mexico,19.7414,-88.3237,Riots,60
Mexico,19.7414,-88.3237,Violence against civilians,990
Mexico,20.4972,-99.2137,Explosions/Remote violence,3
Mexico,20.4972,-99.2137,Riots,359
Mexico,20.4972,-99.2137,Violence against civilians,594
Mexico,20.6151,-89.0852,Riots,103
Mexico,20.6151,-89.0852,Violence against civilians,69
Mexico,20.8381,-103.217,Explosions/Remote violence,6
Mexico,20.8381,-103.217,Riots,62
Mexico,20.8381,-103.217,Violence against civilians,2689
Mexico,20.8445,-99.9978,Riots,10
Mexico,20.8445,-99.9978,Violence against civilians,59
Mexico,20.8769,-101.2589,Explosions/Remote violence,24
Mexico,20.8769,-101.2589,Riots,111
Mexico,20.8769,-101.2589,Violence against civilians,4918
Mexico,21.8428,-104.8277,Riots,11
Mexico,21.8428,-104.8277,Violence against civilians,133
Mexico,22.0396,-102.3127,Riots,12
Mexico,22.0396,-102.3127,Violence against civilians,52
Mexico,22.8281,-101.0965,Riots,61
Mexico,22.8281,-101.0965,Violence against civilians,510
Mexico,23.0824,-103.2086,Explosions/Remote violence,6
Mexico,23.0824,-103.2086,Riots,23
Mexico,23.0824,-103.2086,Violence against civilians,1374
Mexico,24.5851,-104.5837,Explosions/Remote violence,4
Mexico,24.5851,-104.5837,Riots,31
Mexico,24.5851,-104.5837,Violence against civilians,172
Mexico,24.7569,-107.3863,Explosions/Remote violence,21
Mexico,24.7569,-107.3863,Riots,42
Mexico,24.7569,-107.3863,Violence against civilians,2638
Mexico,24.9437,-98.4314,Explosions/Remote violence,9
Mexico,24.9437,-98.4314,Riots,92
Mexico,24.9437,-98.4314,Violence against civilians,467
Mexico,25.4369,-111.5449,Riots,19
Mexico,25.4369,-111.5449,Violence against civilians,156
Mexico,25.4801,-99.5024,Explosions/Remote violence,4
Mexico,25.4801,-99.5024,Riots,116
Mexico,25.4801,-99.5024,Violence against civilians,3692
Mexico,27.2043,-102.3112,Riots,69
Mexico,27.2043,-102.3112,Violence against civilians,267
Mexico,28.7044,-106.0382,Explosions/Remote violence,7
Mexico,28.7044,-106.0382,Riots,41
Mexico,28.7044,-106.0382,Violence against civilians,1239
Mexico,29.4014,-110.5536,Explosions/Remote violence,4
Mexico,29.4014,-110.5536,Riots,40
Mexico,29.4014,-110.5536,Violence against civilians,1610
Mexico,30.3589,-115.2442,Explosions/Remote violence,3
Mexico,30.3589,-115.2442,Riots,66
Mexico,30.3589,-115.2442,Violence against civilians,2943
Nicaragua,11.308,-84.755,Violence against civilians,5
Nicaragua,11.3794,-85.5983,Explosions/Remote violence,1
Nicaragua,11.3794,-85.5983,Riots,17
Nicaragua,11.3794,-85.5983,Violence against civilians,1
Nicaragua,11.738,-86.2708,Riots,22
Nicaragua,11.738,-86.2708,Violence against civilians,14
Nicaragua,11.9136,-85.8832,Riots,8
Nicaragua,11.9136,-85.8832,Violence against civilians,2
Nicaragua,11.9866,-85.1855,Riots,7
Nicaragua,11.9866,-85.1855,Violence against civilians,7
Nicaragua,11.9937,-86.0882,Explosions/Remote violence,4
Nicaragua,11.9937,-86.0882,Riots,44
Nicaragua,11.9937,-86.0882,Violence against civilians,20
Nicaragua,12.1175,-84.2118,Riots,9
Nicaragua,12.1175,-84.2118,Violence against civilians,5
Nicaragua,12.1819,-86.2203,Riots,83
Nicaragua,12.1819,-86.2203,Violence against civilians,74
Nicaragua,12.2547,-85.7231,Riots,15
Nicaragua,12.2547,-85.7231,Violence against civilians,2
Nicaragua,12.5588,-86.6469,Riots,39
Nicaragua,12.5588,-86.6469,Violence against civilians,13
Nicaragua,12.8825,-87.1647,Riots,10
Nicaragua,12.8825,-87.1647,Violence against civilians,2
Nicaragua,12.9396,-85.6965,Explosions/Remote violence,1
Nicaragua,12.9396,-85.6965,Riots,25
Nicaragua,12.9396,-85.6965,Violence against civilians,14
Nicaragua,13.1455,-86.4713,Explosions/Remote violence,2
Nicaragua,13.1455,-86.4713,Riots,11
Nicaragua,13.1455,-86.4713,Violence against civilians,8
Nicaragua,13.4268,-86.4027,Riots,6
Nicaragua,13.4268,-86.4027,Violence against civilians,2
Nicaragua,13.7721,-86.0596,Riots,8
Nicaragua,13.7721,-86.0596,Violence against civilians,3
Nicaragua,13.7999,-85.3968,Riots,15
Nicaragua,13.7999,-85.3968,Violence against civilians,20
Nicaragua,14.0251,-84.1218,Riots,13
Nicaragua,14.0251,-84.1218,Violence against civilians,39
Panama,7.6174,-80.3464,Riots,1
Panama,7.8391,-80.7468,Riots,1
Panama,8.0473,-81.2413,Riots,37
Panama,8.0473,-81.2413,Violence against civilians,4
Panama,8.1552,-78.0488,Riots,9
Panama,8.4599,-82.5155,Riots,30
Panama,8.4599,-82.5155,Violence against civilians,7
Panama,8.5649,-80.4733,Riots,6
Panama,8.5649,-80.4733,Violence against civilians,1
Panama,8.7191,-81.6898,Riots,6
Panama,8.7191,-81.6898,Violence against civilians,2
Panama,8.798,-79.9702,Riots,24
Panama,8.798,-79.9702,Violence against civilians,2
Panama,8.9138,-78.5304,Riots,103
Panama,8.9138,-78.5304,Violence against civilians,11
Panama,9.1299,-80.1826,Riots,41
Panama,9.1299,-80.1826,Violence against civilians,10
Panama,9.2171,-82.6475,Riots,23
Panama,9.2171,-82.6475,Violence against civilians,2
Paraguay,-26.9262,-57.0904,Riots,7
Paraguay,-26.8416,-55.8786,Riots,15
Paraguay,-26.8416,-55.8786,Violence against civilians,4
Paraguay,-26.59,-57.9438,Riots,2
Paraguay,-26.1584,-55.9467,Riots,1
Paraguay,-26.1584,-55.9467,Violence against civilians,2
Paraguay,-26.0097,-57.1029,Riots,9
Paraguay,-26.0097,-57.1029,Violence against civilians,2
Paraguay,-25.8812,-56.3256,Riots,5
Paraguay,-25.8812,-56.3256,Violence against civilians,3
Paraguay,-25.5625,-57.4519,Riots,60
Paraguay,-25.5625,-57.4519,Violence against civilians,9
Paraguay,-25.3663,-54.7433,Riots,75
Paraguay,-25.3663,-54.7433,Violence against civilians,17
Paraguay,-25.3025,-57.6105,Riots,65
Paraguay,-25.3025,-57.6105,Violence against civilians,10
Paraguay,-25.2554,-56.9957,Riots,10
Paraguay,-25.2554,-56.9957,Violence against civilians,1
Paraguay,-25.0861,-55.866,Riots,31
Paraguay,-25.0861,-55.866,Violence against civilians,5
Paraguay,-24.16,-56.7137,Riots,14
Paraguay,-24.16,-56.7137,Violence against civilians,5
Paraguay,-24.1536,-55.2498,Riots,12
Paraguay,-24.1536,-55.2498,Violence against civilians,5
Paraguay,-23.717,-58.9816,Riots,6
Paraguay,-23.717,-58.9816,Violence against civilians,1
Paraguay,-22.9528,-55.9046,Riots,7
Paraguay,-22.9528,-55.9046,Violence against civilians,33
Paraguay,-22.795,-57.2701,Explosions/Remote violence,3
Paraguay,-22.795,-57.2701,Riots,16
Paraguay,-22.795,-57.2701,Violence against civilians,14
Paraguay,-21.9376,-61.2459,Riots,1
Paraguay,-20.8461,-58.8544,Riots,2
Paraguay,-20.8461,-58.8544,Violence against civilians,1
Peru,-17.5581,-70.2073,Riots,46
Peru,-17.5581,-70.2073,Violence against civilians,4
Peru,-16.8996,-70.9373,Riots,6
Peru,-15.9601,-72.4436,Explosions/Remote violence,1
Peru,-15.9601,-72.4436,Riots,139
Peru,-15.9601,-72.4436,Violence against civilians,7
Peru,-15.1491,-70.0933,Riots,235
Peru,-15.1491,-70.0933,Violence against civilians,10
Peru,-14.2045,-75.6294,Explosions/Remote violence,1
Peru,-14.2045,-75.6294,Riots,67
Peru,-14.2045,-75.6294,Violence against civilians,8
Peru,-14.0058,-72.8392,Riots,34
Peru,-14.0058,-72.8392,Violence against civilians,2
Peru,-13.9,-74.2315,Riots,47
Peru,-13.9,-74.2315,Violence against civilians,2
Peru,-13.3184,-71.8593,Riots,83
Peru,-13.3184,-71.8593,Violence against civilians,2
Peru,-13.0577,-75.016,Riots,45
Peru,-13.0577,-75.016,Violence against civilians,1
Peru,-11.9493,-77.1293,Riots,10
Peru,-11.9493,-77.1293,Violence against civilians,4
Peru,-11.7987,-76.6512,Explosions/Remote violence,7
Peru,-11.7987,-76.6512,Riots,402
Peru,-11.7987,-76.6512,Violence against civilians,44
Peru,-11.6708,-74.9045,Explosions/Remote violence,1
Peru,-11.6708,-74.9045,Riots,178
Peru,-11.6708,-74.9045,Violence against civilians,14
Peru,-11.6245,-70.7515,Riots,9
Peru,-11.6245,-70.7515,Violence against civilians,2
Peru,-10.2928,-75.0422,Riots,2
Peru,-10.2928,-75.0422,Violence against civilians,2
Peru,-9.4178,-77.6755,Explosions/Remote violence,5
Peru,-9.4178,-77.6755,Riots,75
Peru,-9.4178,-77.6755,Violence against civilians,10
Peru,-9.403,-75.8048,Explosions/Remote violence,1
Peru,-9.403,-75.8048,Riots,29
Peru,-9.403,-75.8048,Violence against civilians,1
Peru,-9.3548,-73.8918,Riots,10
Peru,-9.3548,-73.8918,Violence against civilians,2
Peru,-7.952,-78.3321,Explosions/Remote violence,8
Peru,-7.952,-78.3321,Riots,98
Peru,-7.952,-78.3321,Violence against civilians,12
Peru,-7.1013,-76.8675,Riots,3
Peru,-7.1013,-76.8675,Violence against civilians,3
Peru,-6.336,-80.017,Explosions/Remote violence,1
Peru,-6.336,-80.017,Riots,83
Peru,-6.336,-80.017,Violence against civilians,1
Peru,-6.1962,-78.8391,Riots,23
Peru,-6.1962,-78.8391,Violence against civilians,7
Peru,-5.2283,-80.2649,Explosions/Remote violence,2
Peru,-5.2283,-80.2649,Riots,147
Peru,-5.2283,-80.2649,Violence against civilians,10
Peru,-4.9872,-78.2026,Riots,9
Peru,-4.9872,-78.2026,Violence against civilians,4
Peru,-4.3783,-74.3894,Riots,204
Peru,-4.3783,-74.3894,Violence against civilians,16
Peru,-3.8181,-80.4909,Explosions/Remote violence,1
Peru,-3.8181,-80.4909,Riots,17
Peru,-3.8181,-80.4909,Violence against civilians,2
Puerto Rico,17.9799,-66.9157,Violence against civilians,5
Puerto Rico,17.9895,-66.3922,Violence against civilians,11
Puerto Rico,17.9963,-66.0526,Violence against civilians,6
Puerto Rico,18.0042,-67.0353,Riots,1
Puerto Rico,18.0042,-67.0353,Violence against civilians,1
Puerto Rico,18.01,-66.27,Violence against civilians,20
Puerto Rico,18.0155,-66.1465,Violence against civilians,15
Puerto Rico,18.0213,-65.9174,Violence against civilians,3
Puerto Rico,18.0388,-66.0186,Violence against civilians,4
Puerto Rico,18.043,-66.7955,Violence against civilians,6
Puerto Rico,18.0493,-67.1558,Violence against civilians,11
Puerto Rico,18.0514,-66.7196,Violence against civilians,4
Puerto Rico,18.0581,-66.4851,Violence against civilians,21
Puerto Rico,18.0629,-66.8618,Violence against civilians,14
Puerto Rico,18.0639,-66.6134,Riots,1
Puerto Rico,18.0639,-66.6134,Violence against civilians,49
Puerto Rico,18.0683,-65.9033,Violence against civilians,14
Puerto Rico,18.0869,-66.9497,Violence against civilians,4
Puerto Rico,18.0966,-66.3507,Violence against civilians,6
Puerto Rico,18.103,-66.1653,Violence against civilians,22
Puerto Rico,18.1136,-67.0294,Violence against civilians,8
Puerto Rico,18.1214,-65.4574,Violence against civilians,11
Puerto Rico,18.127,-66.4761,Riots,1
Puerto Rico,18.127,-66.4761,Violence against civilians,5
Puerto Rico,18.1274,-66.2702,Violence against civilians,10
Puerto Rico,18.1305,-67.1156,Violence against civilians,4
Puerto Rico,18.1383,-65.8194,Violence against civilians,8
Puerto Rico,18.1493,-65.9755,Violence against civilians,17
Puerto Rico,18.1729,-66.9532,Violence against civilians,1
Puerto Rico,18.182,-66.1576,Violence against civilians,15
Puerto Rico,18.1971,-65.862,Violence against civilians,7
Puerto Rico,18.2001,-66.3076,Violence against civilians,2
Puerto Rico,18.2052,-65.9136,Violence against civilians,13
Puerto Rico,18.2118,-67.0962,Violence against civilians,35
Puerto Rico,18.2122,-66.0559,Riots,1
Puerto Rico,18.2122,-66.0559,Violence against civilians,58
Puerto Rico,18.2212,-66.4338,Violence against civilians,4
Puerto Rico,18.2234,-66.5897,Violence against civilians,5
Puerto Rico,18.2268,-66.2202,Violence against civilians,2
Puerto Rico,18.2339,-65.7578,Violence against civilians,8
Puerto Rico,18.2382,-66.9818,Violence against civilians,3
Puerto Rico,18.2475,-65.6448,Violence against civilians,6
Puerto Rico,18.2498,-66.6949,Riots,1
Puerto Rico,18.2498,-66.6949,Violence against civilians,3
Puerto Rico,18.2526,-66.1312,Violence against civilians,8
Puerto Rico,18.2601,-65.9746,Violence against civilians,23
Puerto Rico,18.2652,-66.5072,Riots,1
Puerto Rico,18.2652,-66.5072,Violence against civilians,5
Puerto Rico,18.2826,-67.1158,Violence against civilians,7
Puerto Rico,18.2883,-66.2485,Violence against civilians,5
Puerto Rico,18.3032,-66.3291,Violence against civilians,6
Puerto Rico,18.3139,-65.2828,Violence against civilians,1
Puerto Rico,18.3174,-66.4121,Violence against civilians,7
Puerto Rico,18.3246,-66.9712,Violence against civilians,9
Puerto Rico,18.3276,-65.6563,Violence against civilians,25
Puerto Rico,18.3339,-65.8884,Violence against civilians,30
Puerto Rico,18.3359,-67.232,Riots,2
Puerto Rico,18.3359,-67.232,Violence against civilians,1
Puerto Rico,18.3362,-66.0015,Violence against civilians,27
Puerto Rico,18.3376,-65.7169,Riots,1
Puerto Rico,18.3376,-65.7169,Violence against civilians,7
Puerto Rico,18.3444,-66.1678,Riots,1
Puerto Rico,18.3444,-66.1678,Violence against civilians,49
Puerto Rico,18.3472,-65.8165,Violence against civilians,20
Puerto Rico,18.3593,-66.2464,Violence against civilians,12
Puerto Rico,18.3597,-66.1154,Riots,1
Puerto Rico,18.3597,-66.1154,Violence against civilians,33
Puerto Rico,18.3643,-65.9532,Violence against civilians,46
Puerto Rico,18.3676,-67.1803,Violence against civilians,3
Puerto Rico,18.3771,-66.5605,Violence against civilians,5
Puerto Rico,18.3818,-67.0832,Violence against civilians,4
Puerto Rico,18.384,-66.0542,Riots,16
Puerto Rico,18.384,-66.0542,Violence against civilians,224
Puerto Rico,18.402,-66.6805,Riots,1
Puerto Rico,18.402,-66.6805,Violence against civilians,31
Puerto Rico,18.4068,-66.7958,Violence against civilians,3
Puerto Rico,18.4094,-66.3318,Violence against civilians,15
Puerto Rico,18.4154,-66.3995,Violence against civilians,26
Puerto Rico,18.4165,-66.4914,Riots,1
Puerto Rico,18.4165,-66.4914,Violence against civilians,21
Puerto Rico,18.4194,-65.8641,Riots,1
Puerto Rico,18.4194,-65.8641,Violence against civilians,17
Puerto Rico,18.4264,-66.8631,Violence against civilians,2
Puerto Rico,18.4294,-66.2145,Violence against civilians,30
Puerto Rico,18.4322,-66.2799,Violence against civilians,24
Puerto Rico,18.4405,-66.1394,Violence against civilians,15
Puerto Rico,18.4406,-66.561,Violence against civilians,7
Puerto Rico,18.4457,-67.0073,Violence against civilians,4
Puerto Rico,18.4497,-67.1181,Riots,2
Puerto Rico,18.4497,-67.1181,Violence against civilians,12
Saint Kitts and Nevis,17.2853,-62.6951,Violence against civilians,2
Saint Lucia,13.7804,-60.9668,Riots,1
Saint Lucia,13.8484,-61.0331,Riots,1
Saint Lucia,13.9263,-60.919,Riots,1
Saint Lucia,13.9543,-60.9778,Riots,3
Saint Lucia,13.9543,-60.9778,Violence against civilians,1
Saint Lucia,14.0279,-60.9128,Riots,3
Saint Lucia,14.0279,-60.9128,Violence against civilians,1
Saint Vincent and the Grenadines,13.1654,-61.1905,Riots,1
Saint Vincent and the Grenadines,13.1654,-61.1905,Violence against civilians,1
Saint-Martin,18.0827,-63.0536,Riots,25
Sint Maarten,18.0422,-63.0544,Riots,1
Sint Maarten,18.0422,-63.0544,Violence against civilians,4
Suriname,3.6884,-55.9652,Riots,2
Suriname,3.6884,-55.9652,Violence against civilians,2
Suriname,4.6586,-55.0794,Riots,12
Suriname,4.6586,-55.0794,Violence against civilians,2
Suriname,5.345,-55.3244,Riots,6
Suriname,5.345,-55.3244,Violence against civilians,2
Suriname,5.5949,-54.3193,Violence against civilians,2
Suriname,5.6252,-56.2555,Riots,1
Suriname,5.6288,-56.8516,Riots,1
Suriname,5.6288,-56.8516,Violence against civilians,3
Suriname,5.6985,-55.6178,Riots,3
Suriname,5.7845,-55.255,Riots,2
Suriname,5.8384,-55.1859,Explosions/Remote violence,1
Suriname,5.8384,-55.1859,Riots,16
Suriname,5.8384,-55.1859,Violence against civilians,14
Trinidad and Tobago,10.1475,-61.5754,Riots,28
Trinidad and Tobago,10.1475,-61.5754,Violence against civilians,66
Trinidad and Tobago,10.1642,-61.4256,Riots,23
Trinidad and Tobago,10.1642,-61.4256,Violence against civilians,69
Trinidad and Tobago,10.1775,-61.6698,Riots,2
Trinidad and Tobago,10.1775,-61.6698,Violence against civilians,15
Trinidad and Tobago,10.2064,-61.2782,Riots,35
Trinidad and Tobago,10.2064,-61.2782,Violence against civilians,69
Trinidad and Tobago,10.2659,-61.0912,Riots,6
Trinidad and Tobago,10.2659,-61.0912,Violence against civilians,21
Trinidad and Tobago,10.2802,-61.4547,Riots,9
Trinidad and Tobago,10.2802,-61.4547,Violence against civilians,77
Trinidad and Tobago,10.4492,-61.342,Riots,29
Trinidad and Tobago,10.4492,-61.342,Violence against civilians,129
Trinidad and Tobago,10.5332,-61.4183,Riots,9
Trinidad and Tobago,10.5332,-61.4183,Violence against civilians,129
Trinidad and Tobago,10.6297,-61.2797,Riots,5
Trinidad and Tobago,10.6297,-61.2797,Violence against civilians,122
Trinidad and Tobago,10.6385,-61.1177,Riots,10
Trinidad and Tobago,10.6385,-61.1177,Violence against civilians,95
Trinidad and Tobago,10.6607,-61.5167,Explosions/Remote violence,2
Trinidad and Tobago,10.6607,-61.5167,Riots,19
Trinidad and Tobago,10.6607,-61.5167,Violence against civilians,215
Trinidad and Tobago,10.6777,-61.4718,Riots,16
Trinidad and Tobago,10.6777,-61.4718,Violence against civilians,293
Trinidad and Tobago,10.6874,-61.3199,Riots,13
Trinidad and Tobago,10.6874,-61.3199,Violence against civilians,352
Trinidad and Tobago,10.7136,-61.581,Riots,8
Trinidad and Tobago,10.7136,-61.581,Violence against civilians,156
Trinidad and Tobago,11.2406,-60.671,Riots,5
Trinidad and Tobago,11.2406,-60.671,Violence against civilians,46
Turks and Caicos Islands,21.4589,-71.1399,Riots,1
Uruguay,-34.8157,-56.2298,Explosions/Remote violence,1
Uruguay,-34.8157,-56.2298,Riots,34
Uruguay,-34.8157,-56.2298,Violence against civilians,4
Uruguay,-34.5431,-55.9739,Riots,2
Uruguay,-34.5431,-55.9739,Violence against civilians,1
Uruguay,-34.4504,-54.7791,Riots,2
Uruguay,-34.3076,-56.7571,Riots,1
Uruguay,-32.9582,-56.0518,Violence against civilians,1
Uruguay,-32.0216,-57.2147,Riots,1
Uruguay,-31.4711,-55.1934,Riots,1
Uruguay,-31.4711,-55.1934,Violence against civilians,1
Uruguay,-31.3066,-57.0638,Riots,3
Uruguay,-31.3066,-57.0638,Violence against civilians,1
Uruguay,-30.5841,-57.0737,Violence against civilians,1
Venezuela,3.4225,-65.7227,Riots,15
Venezuela,3.4225,-65.7227,Violence against civilians,42
Venezuela,6.027,-63.4549,Explosions/Remote violence,13
Venezuela,6.027,-63.4549,Riots,109
Venezuela,6.027,-63.4549,Violence against civilians,624
Venezuela,7.0738,-68.8098,Explosions/Remote violence,13
Venezuela,7.0738,-68.8098,Riots,20
Venezuela,7.0738,-68.8098,Violence against civilians,52
Venezuela,8.0048,-72.0091,Explosions/Remote violence,10
Venezuela,8.0048,-72.0091,Riots,49
Venezuela,8.0048,-72.0091,Violence against civilians,375
Venezuela,8.1729,-69.9744,Riots,31
Venezuela,8.1729,-69.9744,Violence against civilians,36
Venezuela,8.4289,-71.3221,Riots,57
Venezuela,8.4289,-71.3221,Violence against civilians,21
Venezuela,8.831,-66.3818,Explosions/Remote violence,4
Venezuela,8.831,-66.3818,Riots,27
Venezuela,8.831,-66.3818,Violence against civilians,60
Venezuela,8.8845,-61.4186,Riots,19
Venezuela,8.8845,-61.4186,Violence against civilians,73
Venezuela,8.9595,-64.1291,Explosions/Remote violence,3
Venezuela,8.9595,-64.1291,Riots,58
Venezuela,8.9595,-64.1291,Violence against civilians,86
Venezuela,8.9656,-69.3916,Riots,37
Venezuela,8.9656,-69.3916,Violence against civilians,22
Venezuela,9.3091,-68.3518,Riots,22
Venezuela,9.3091,-68.3518,Violence against civilians,17
Venezuela,9.3499,-63.1482,Explosions/Remote violence,1
Venezuela,9.3499,-63.1482,Riots,23
Venezuela,9.3499,-63.1482,Violence against civilians,59
Venezuela,9.4941,-70.5822,Explosions/Remote violence,1
Venezuela,9.4941,-70.5822,Riots,27
Venezuela,9.4941,-70.5822,Violence against civilians,48
Venezuela,9.8961,-66.8795,Explosions/Remote violence,3
Venezuela,9.8961,-66.8795,Riots,22
Venezuela,9.8961,-66.8795,Violence against civilians,132
Venezuela,10.0743,-70.0249,Explosions/Remote violence,5
Venezuela,10.0743,-70.0249,Riots,56
Venezuela,10.0743,-70.0249,Violence against civilians,84
Venezuela,10.0997,-72.4433,Explosions/Remote violence,79
Venezuela,10.0997,-72.4433,Riots,150
Venezuela,10.0997,-72.4433,Violence against civilians,617
Venezuela,10.1967,-68.0108,Explosions/Remote violence,4
Venezuela,10.1967,-68.0108,Riots,62
Venezuela,10.1967,-68.0108,Violence against civilians,139
Venezuela,10.2926,-66.5422,Explosions/Remote violence,8
Venezuela,10.2926,-66.5422,Riots,82
Venezuela,10.2926,-66.5422,Violence against civilians,675
Venezuela,10.3047,-68.7001,Riots,8
Venezuela,10.3047,-68.7001,Violence against civilians,9
Venezuela,10.399,-63.5759,Explosions/Remote violence,3
Venezuela,10.399,-63.5759,Riots,43
Venezuela,10.399,-63.5759,Violence against civilians,68
Venezuela,10.4754,-66.97,Explosions/Remote violence,7
Venezuela,10.4754,-66.97,Riots,71
Venezuela,10.4754,-66.97,Violence against civilians,691
Venezuela,10.5101,-67.2368,Explosions/Remote violence,4
Venezuela,10.5101,-67.2368,Riots,22
Venezuela,10.5101,-67.2368,Violence against civilians,41
Venezuela,10.9313,-65.3168,Violence against civilians,1
Venezuela,11.0205,-63.9075,Riots,27
Venezuela,11.0205,-63.9075,Violence against civilians,7
Venezuela,11.2485,-69.5103,Explosions/Remote violence,3
Venezuela,11.2485,-69.5103,Riots,23
Venezuela,11.2485,-69.5103,Violence against civilians,146
"Virgin Islands, U.S.",18.3478,-64.9251,Riots,1
Bahrain,25.9954,50.5421,Explosions/Remote violence,2
Bahrain,25.9954,50.5421,Riots,436
Bahrain,25.9954,50.5421,Violence against civilians,29
Bahrain,26.1468,50.4809,Explosions/Remote violence,4
Bahrain,26.1468,50.4809,Riots,1528
Bahrain,26.1468,50.4809,Violence against civilians,10
Bahrain,26.1927,50.5508,Explosions/Remote violence,8
Bahrain,26.1927,50.5508,Riots,2047
Bahrain,26.1927,50.5508,Violence against civilians,11
Bahrain,26.2547,50.6428,Explosions/Remote violence,1
Bahrain,26.2547,50.6428,Riots,144
Bahrain,26.2547,50.6428,Violence against civilians,12
Iran,12.1336,62.3764,Explosions/Remote violence,2
Iran,22.0188,62.9761,Explosions/Remote violence,1
Iran,24.5876,58.5161,Explosions/Remote violence,3
Iran,27.0645,51.452,Violence against civilians,1
Iran,27.1422,55.0325,Explosions/Remote violence,9
Iran,27.1422,55.0325,Riots,36
Iran,27.1422,55.0325,Violence against civilians,20
Iran,28.2728,60.8613,Explosions/Remote violence,51
Iran,28.2728,60.8613,Riots,112
Iran,28.2728,60.8613,Violence against civilians,250
Iran,28.7846,51.5038,Explosions/Remote violence,8
Iran,28.7846,51.5038,Riots,23
Iran,28.7846,51.5038,Violence against civilians,2
Iran,29.2326,57.3392,Explosions/Remote violence,4
Iran,29.2326,57.3392,Riots,26
Iran,29.2326,57.3392,Violence against civilians,30
Iran,29.3576,53.3176,Explosions/Remote violence,9
Iran,29.3576,53.3176,Riots,43
Iran,29.3576,53.3176,Violence against civilians,11
Iran,30.7032,51.0949,Riots,15
Iran,30.7032,51.0949,Violence against civilians,5
Iran,31.4636,48.9916,Explosions/Remote violence,23
Iran,31.4636,48.9916,Riots,146
Iran,31.4636,48.9916,Violence against civilians,34
Iran,31.4825,54.4162,Explosions/Remote violence,3
Iran,31.4825,54.4162,Riots,11
Iran,31.4825,54.4162,Violence against civilians,2
Iran,31.979,50.8101,Explosions/Remote violence,2
Iran,31.979,50.8101,Riots,18
Iran,32.6094,52.0477,Explosions/Remote violence,31
Iran,32.6094,52.0477,Riots,65
Iran,32.6094,52.0477,Violence against civilians,5
Iran,32.8019,58.24,Riots,1
Iran,32.8019,58.24,Violence against civilians,2
Iran,33.0433,46.8724,Explosions/Remote violence,10
Iran,33.0433,46.8724,Riots,14
Iran,33.0433,46.8724,Violence against civilians,5
Iran,33.5164,48.3219,Explosions/Remote violence,11
Iran,33.5164,48.3219,Riots,27
